driver_id,age,gender,risk_score,total_trips,avg_distance,avg_duration,night_driving_pct,route_familiarity,count_DISTRACTION,count_HARD_BRAKE,count_SPEEDING,crime_index_area,accident_rate_area,avg_speed,max_speed,avg_accel,avg_braking,avg_cornering
873f0854-c9ae-4e3c-b04e-e59d9cf28c77,58,F,0.09,37,91.50928033632887,37.775962465722046,0.5266237972689596,0.9423153896731928,79,42,4,64.22579302592308,0.1323964657220156,45.533032254906104,99.85210278430714,-0.04438009698672871,0.18552061948080206,0.2028715726374392
95562c96-f0fe-4d18-b65e-7ab20d677443,48,F,0.32,9,64.35232074910886,10.113242783019674,0.24606965879799825,0.7838426767676738,130,147,183,78.47550868011979,0.09679760304896277,80.02488924361069,71.95475726449884,-0.0566087508272241,0.18324154441860227,0.19736208704323827
6320210b-5a7d-429a-b3b2-6009ef316d64,34,Other,0.95,17,36.90725642923433,27.48321116044322,0.47669547504115917,0.3548413602568904,108,123,19,23.1319177426983,0.12237506303530411,91.70944184585298,62.697686495493066,-0.04239893081519178,0.21318891465286496,0.18510280698285483
0d668988-55bf-47f7-b92c-6f40ac2fa419,62,F,0.95,9,83.38519648515268,61.539335844544276,0.3943653238183502,0.4121309302627716,2,96,168,60.93163283759663,0.12600089734741188,81.19215637923074,67.58138887887064,0.011265601451415863,0.21907177491310345,0.19636340594539506
226b8b91-7576-45ff-ad3b-e75f7be67236,27,M,0.57,11,39.4906251585336,113.87339984536129,0.5494142384304533,0.5496160437189245,26,89,45,48.089248478061826,0.1080855906767144,78.80927933376998,93.75331207638284,-0.0941689627955822,0.19618900255318633,0.1941750873194454
ee2ebdb6-4463-4c18-8563-361ad645ab85,40,Other,0.63,15,8.251670527950267,21.24129816630909,0.7468757161358227,0.8305344564048399,113,38,11,54.75051532248333,0.18598583160082444,82.68468058502852,105.90961972900598,0.08144978887128117,0.18350599344778612,0.19211319555914969
1f92be92-d590-4867-bfaa-a6992aa4396d,58,M,0.45,24,83.91217812369872,103.96307519077226,0.7154909070992744,0.06871283251826776,106,84,69,25.120480189059492,0.05240927974715093,62.55386738104511,116.42515243804482,-0.06874325809004476,0.18263247042762304,0.2092351849328883
b68ed926-34da-47e0-9078-4f1eb2336b91,38,M,0.29,38,37.79325376372118,67.97265058330483,0.5212341324853343,0.4242968858848881,39,176,16,22.58041711201637,0.16732568946368695,91.19194775099182,60.94939031980925,-0.05598226462572269,0.21565272825441195,0.20802902085137054
7fa981da-07c2-456c-a4a7-4fbfdb5522f1,42,F,0.33,35,78.51427970412733,100.85128423798862,0.8223934188170581,0.08261766345926869,160,191,114,60.011999633055304,0.06865742468619865,44.240553259526386,91.36560849371219,0.0036552352895292683,0.1985525699891072,0.20356080363923645
f26713ae-917f-4a78-ae6e-b853afb6a84c,30,F,0.67,30,39.46199999326482,42.821187408899185,0.43086209153803334,0.5146575865735116,128,61,146,69.39856578924307,0.16963210408057994,38.91704912002375,88.25204137339061,0.042022953267455865,0.19280109266249568,0.2175465925317349
617530ae-f3bd-4823-9dad-d4718ad5e564,30,F,0.75,31,86.80146189759856,102.39418811397191,0.8967142898401224,0.8989008240062354,7,105,153,66.92092009597803,0.1423867873515082,49.98561460829581,99.36330131854224,-0.08085418905112055,0.199058450849576,0.19399417536723418
62d8edb5-1521-4c96-abcc-d1039c6ce0d5,43,F,0.79,49,25.853499882691075,95.0105058018485,0.07128027005516391,0.7824849245639379,100,106,47,52.62834367197424,0.17649171364046037,67.21041777424952,93.57473126792051,-0.03646106049056757,0.1927321637876939,0.18975207750840717
ba098529-3f0a-4c8b-9f5a-960e892f884a,55,F,0.79,5,97.58199019389264,35.30590513345773,0.9546600300333075,0.22784241754310997,159,53,107,25.99200926817069,0.06462714884613463,65.73932567865367,101.22234903494883,0.09373492111487143,0.1995614310123048,0.206236132523936
b6b842c9-6409-4da2-af8e-c32135882c69,59,Other,0.09,44,79.07708360486292,24.446863905031584,0.6546930814313482,0.9759908495987925,123,125,51,61.28266663016083,0.13384709511496612,87.44191303736106,99.48495508495142,-0.047531406643810864,0.21438225587671747,0.1879525624374961
3ac54ba1-24ec-4c46-9ec8-3a3767908cb0,43,M,0.49,14,15.852602962437699,105.48597547855222,0.3800745089372053,0.6673503980464284,175,8,95,34.513333013248754,0.12516318203932958,58.31980594828122,67.02070349147677,-0.037389970987370624,0.20369205484248382,0.19260042028733698
14f12100-d202-4943-9631-27801ac5e8b0,22,M,0.06,11,58.74877889682325,115.9560318784145,0.19715412657287734,0.010427699397403067,106,87,69,74.66412216604301,0.15592897744450382,63.9041098404056,107.98307481712317,0.0672996981236067,0.207786150912407,0.1889840976029954
b1004962-0ea3-4c60-ac32-41c76a1c09ed,41,M,0.55,9,98.60989466296479,13.443254512226787,0.4791832294435999,0.2554134846852195,100,36,182,70.2959215727423,0.1301435827840514,30.935737828157695,67.39395454297949,-0.08995711366190895,0.19458682704937347,0.18276614270874003
4f057204-cb17-480d-a4cc-531bed0d2773,21,M,0.44,34,49.751218005912364,90.43970736710541,0.19455832318530097,0.26071329991991654,3,48,101,62.56297802524345,0.13111018506996563,58.68174655100574,101.91183751254823,-0.007077366238205829,0.20954023514042075,0.21309994966542695
f6118f94-91ea-450d-92df-9eba9bfbbb04,43,F,0.89,12,22.30017818805041,110.04769620426002,0.16633160774314215,0.06925430628585993,197,40,74,76.93075734986782,0.11443939153640971,75.34419630652394,84.9687220584364,-0.02407664710966595,0.20666468339517488,0.19018162171686645
a19777e9-aa8a-4988-9250-6f8753442ac2,63,M,0.35,35,51.05394487928289,104.30961013017485,0.6173517574129742,0.959826518075929,109,16,160,21.885309290676375,0.09632516360110113,31.085583143861452,90.83104407459588,-0.03668264801826977,0.18478247991008226,0.19892110013372083
9a4e68ce-f3d7-4547-ae27-a58e13df63da,49,Other,0.12,35,53.68347730878255,116.09725194972295,0.5230847245817847,0.47825529457592375,18,87,189,64.17202550364571,0.12233965418782884,49.661737563037065,114.19788086254263,-0.042860081191047096,0.20290571412462338,0.18173261093017248
