driver_id,heart_rate_bpm,drowsiness_score,stress_level
873f0854-c9ae-4e3c-b04e-e59d9cf28c77,111,0.9507143064099162,0.7319939418114051
873f0854-c9ae-4e3c-b04e-e59d9cf28c77,120,0.596850157946487,0.44583275285359114
873f0854-c9ae-4e3c-b04e-e59d9cf28c77,83,0.6508884729488529,0.056411579027100256
873f0854-c9ae-4e3c-b04e-e59d9cf28c77,89,0.21233911067827616,0.18182496720710062
873f0854-c9ae-4e3c-b04e-e59d9cf28c77,80,0.6174815096277165,0.6116531604882809
95562c96-f0fe-4d18-b65e-7ab20d677443,108,0.5247746602583891,0.3998609717152555
95562c96-f0fe-4d18-b65e-7ab20d677443,119,0.3663618432936917,0.45606998421703593
95562c96-f0fe-4d18-b65e-7ab20d677443,106,0.6183860093330873,0.38246199126716274
95562c96-f0fe-4d18-b65e-7ab20d677443,123,0.4667628932479799,0.8599404067363206
95562c96-f0fe-4d18-b65e-7ab20d677443,66,0.17052412368729153,0.06505159298527952
6320210b-5a7d-429a-b3b2-6009ef316d64,63,0.9422017556848528,0.5632882178455393
6320210b-5a7d-429a-b3b2-6009ef316d64,68,0.015966252220214194,0.230893825622149
6320210b-5a7d-429a-b3b2-6009ef316d64,119,0.12203823484477883,0.4951769101112702
6320210b-5a7d-429a-b3b2-6009ef316d64,106,0.17336465350777208,0.3910606075732408
6320210b-5a7d-429a-b3b2-6009ef316d64,109,0.662522284353982,0.31171107608941095
0d668988-55bf-47f7-b92c-6f40ac2fa419,65,0.20794166286818883,0.5677003278199915
0d668988-55bf-47f7-b92c-6f40ac2fa419,122,0.8422847745949985,0.44975413336976566
0d668988-55bf-47f7-b92c-6f40ac2fa419,121,0.9266588657937942,0.7272719958564209
0d668988-55bf-47f7-b92c-6f40ac2fa419,74,0.0884925020519195,0.1959828624191452
0d668988-55bf-47f7-b92c-6f40ac2fa419,121,0.32533033076326434,0.388677289689482
226b8b91-7576-45ff-ad3b-e75f7be67236,112,0.5867511656638482,0.965255307264138
226b8b91-7576-45ff-ad3b-e75f7be67236,119,0.5426960831582485,0.14092422497476265
226b8b91-7576-45ff-ad3b-e75f7be67236,74,0.1652669390630025,0.01563640674119393
226b8b91-7576-45ff-ad3b-e75f7be67236,68,0.7722447692966574,0.1987156815341724
226b8b91-7576-45ff-ad3b-e75f7be67236,122,0.8154614284548342,0.7068573438476171
ee2ebdb6-4463-4c18-8563-361ad645ab85,94,0.7901755405312056,0.6059599747810114
ee2ebdb6-4463-4c18-8563-361ad645ab85,100,0.9149596755437808,0.8500385777897993
ee2ebdb6-4463-4c18-8563-361ad645ab85,71,0.3308980248526492,0.06355835028602363
ee2ebdb6-4463-4c18-8563-361ad645ab85,82,0.6688412526636073,0.6659223566174967
ee2ebdb6-4463-4c18-8563-361ad645ab85,103,0.6375574713552131,0.8872127425763265
1f92be92-d590-4867-bfaa-a6992aa4396d,124,0.38292687475378984,0.9717120953891037
1f92be92-d590-4867-bfaa-a6992aa4396d,62,0.7607850486168974,0.5612771975694962
1f92be92-d590-4867-bfaa-a6992aa4396d,73,0.49379559636439074,0.5227328293819941
1f92be92-d590-4867-bfaa-a6992aa4396d,74,0.11089082081183133,0.4393365018657701
1f92be92-d590-4867-bfaa-a6992aa4396d,110,0.03142918568673425,0.6364104112637804
b68ed926-34da-47e0-9078-4f1eb2336b91,111,0.5632755719763837,0.6955160864261275
b68ed926-34da-47e0-9078-4f1eb2336b91,82,0.6044173792778172,0.5398410913016731
b68ed926-34da-47e0-9078-4f1eb2336b91,88,0.22879816549162246,0.07697990982879299
b68ed926-34da-47e0-9078-4f1eb2336b91,118,0.6947849330397046,0.8804678390152577
b68ed926-34da-47e0-9078-4f1eb2336b91,101,0.808120379564417,0.6334037565104235
7fa981da-07c2-456c-a4a7-4fbfdb5522f1,65,0.45653457048291024,0.2184404372168336
7fa981da-07c2-456c-a4a7-4fbfdb5522f1,89,0.8832802589188683,0.32434502100527396
7fa981da-07c2-456c-a4a7-4fbfdb5522f1,121,0.11005192452767676,0.22793516254194168
7fa981da-07c2-456c-a4a7-4fbfdb5522f1,121,0.0005203769953158188,0.352568856334169
7fa981da-07c2-456c-a4a7-4fbfdb5522f1,62,0.006952130531190703,0.5107473025775657
f26713ae-917f-4a78-ae6e-b853afb6a84c,68,0.4848299713589832,0.6924360328902703
f26713ae-917f-4a78-ae6e-b853afb6a84c,103,0.24412552224777417,0.16829104217293056
f26713ae-917f-4a78-ae6e-b853afb6a84c,91,0.5187906217433661,0.7030189588951778
f26713ae-917f-4a78-ae6e-b853afb6a84c,121,0.9717820827209607,0.9624472949421112
f26713ae-917f-4a78-ae6e-b853afb6a84c,98,0.49724850589238545,0.30087830981676966
617530ae-f3bd-4823-9dad-d4718ad5e564,115,0.036886947354532795,0.6095643339798968
617530ae-f3bd-4823-9dad-d4718ad5e564,61,0.4110370133182313,0.033050732900548385
617530ae-f3bd-4823-9dad-d4718ad5e564,60,0.23956189066697242,0.1448948720912231
617530ae-f3bd-4823-9dad-d4718ad5e564,103,0.44778316457309164,0.552893089071328
617530ae-f3bd-4823-9dad-d4718ad5e564,127,0.08085332633271525,0.36965445606140446
62d8edb5-1521-4c96-abcc-d1039c6ce0d5,76,0.7282163486118596,0.3677831327192532
62d8edb5-1521-4c96-abcc-d1039c6ce0d5,129,0.39882444244455306,0.8164318732193839
62d8edb5-1521-4c96-abcc-d1039c6ce0d5,75,0.835302495589238,0.32078006497173583
62d8edb5-1521-4c96-abcc-d1039c6ce0d5,129,0.6958128067908819,0.8583588048137198
62d8edb5-1521-4c96-abcc-d1039c6ce0d5,118,0.2202410475655483,0.7111495324380178
ba098529-3f0a-4c8b-9f5a-960e892f884a,78,0.3486659872917294,0.09617655109142076
ba098529-3f0a-4c8b-9f5a-960e892f884a,92,0.3975720210875223,0.5177513505274801
ba098529-3f0a-4c8b-9f5a-960e892f884a,60,0.6756901170392807,0.7352161192407721
ba098529-3f0a-4c8b-9f5a-960e892f884a,109,0.9246936182785628,0.877339353380981
ba098529-3f0a-4c8b-9f5a-960e892f884a,66,0.659984046034179,0.8172222002012158
b6b842c9-6409-4da2-af8e-c32135882c69,119,0.260829174830409,0.9962536997579243
b6b842c9-6409-4da2-af8e-c32135882c69,71,0.5582934536070976,0.8826363431893397
b6b842c9-6409-4da2-af8e-c32135882c69,68,0.2788713525921819,0.7003578299727713
b6b842c9-6409-4da2-af8e-c32135882c69,62,0.8563242918780924,0.4045081271221901
b6b842c9-6409-4da2-af8e-c32135882c69,92,0.6420316461542878,0.08413996499504883
3ac54ba1-24ec-4c46-9ec8-3a3767908cb0,95,0.8985541885270792,0.6064290596595899
3ac54ba1-24ec-4c46-9ec8-3a3767908cb0,84,0.005061583846218687,0.16080805141749865
3ac54ba1-24ec-4c46-9ec8-3a3767908cb0,125,0.6918951976926933,0.6519612595026005
3ac54ba1-24ec-4c46-9ec8-3a3767908cb0,100,0.17592525267734538,0.018075363615520867
3ac54ba1-24ec-4c46-9ec8-3a3767908cb0,73,0.3253996981592677,0.7464914051180241
14f12100-d202-4943-9631-27801ac5e8b0,67,0.8492234104941779,0.6576128923003434
14f12100-d202-4943-9631-27801ac5e8b0,92,0.5425402305548993,0.50881407683876
14f12100-d202-4943-9631-27801ac5e8b0,81,0.24398964337908358,0.9730105547524456
14f12100-d202-4943-9631-27801ac5e8b0,110,0.8920465551771133,0.6311386259972629
14f12100-d202-4943-9631-27801ac5e8b0,80,0.5026370931051921,0.5769038846263591
b1004962-0ea3-4c60-ac32-41c76a1c09ed,123,0.8641675650719031,0.23018526824155527
b1004962-0ea3-4c60-ac32-41c76a1c09ed,107,0.2807723624408558,0.02431596643145384
b1004962-0ea3-4c60-ac32-41c76a1c09ed,108,0.04360377175443375,0.994550510797341
b1004962-0ea3-4c60-ac32-41c76a1c09ed,89,0.9539285770025874,0.9148643902204485
b1004962-0ea3-4c60-ac32-41c76a1c09ed,96,0.9283185625877254,0.42818414831731433
